scientific_name,ebird_code,common_name,alpha
Charadrius hiaticula,corplo,Common Ringed Plover,CRPL
Charadrius melodus,pipplo,Piping Plover,PIPL
Charadrius semipalmatus,semplo,Semipalmated Plover,SEPL
Charadrius vociferus,killde,Killdeer,KILL
Charaxes cithaeron,,,
Charina bottae,,,
Charitospiza eucosma,cocfin2,Coal-crested Finch,
Charmosyna josefinae,joslor1,Josephine's Lorikeet,
Charmosyna papou,paplor1,West Papuan Lorikeet,
Charmosyna stellae,paplor3,Stella's Lorikeet,
Charmosynopsis pulchella,failor1,Fairy Lorikeet,
Chasiempis ibidis,elepai4,Oahu Elepaio,OAEL
Chasiempis sandwichensis,elepai,Hawaii Elepaio,HAEL
Chasiempis sclateri,elepai5,Kauai Elepaio,KAEL
Chatter,,,
Chauna chavaria,norscr1,Northern Screamer,
Chauna torquata,souscr1,Southern Screamer,
Cheering,,,
Chelapsalta myoporae,,,
Chelapsalta puer,,,
Chelictinia riocourii,sctkit1,Scissor-tailed Kite,
Chelidoptera tenebrosa,swwpuf1,Swallow-winged Puffbird,
Chelidorhynx hypoxanthus,yebfan1,Yellow-bellied Fantail,
Chelonoidis niger,,,
Chenonetta jubata,manduc1,Maned Duck,
Cheracebus lucifer,,,
Cheracebus lugens,,,
Cheramoeca leucosterna,whbswa3,White-backed Swallow,
Chersomanes albofasciata,sphlar12,Spike-heeled Lark,
Chersomanes beesleyi,beelar1,Beesley's Lark,
Chersophilus duponti,duplar1,Dupont's Lark,
Chewing_and_mastication,,,
Chiasmocleis avilapiresae,,,
Chiasmocleis bassleri,,,
Chiasmocleis haddadi,,,
Chiasmocleis hudsoni,,,
Chiasmocleis jacki,,,
Chiasmocleis shudikarensis,,,
Chicken_and_rooster,,,
Child_speech_and_kid_speaking,,,
Chilecicada occidentis,,,
Chilecicada partemporaria,,,
Chilecicada viridicitata,,,
Chimarocephala pacifica,,,
Chime,,,
Chimerella mariaelenae,,,
Chinavia pensylvanica,,,
Chink_and_clink,,,
Chinnandectes neenan,,,
Chionis albus,snoshe2,Snowy Sheathbill,
Chionis minor,blfshe1,Black-faced Sheathbill,
Chionomesa fimbriata,glteme1,Glittering-throated Emerald,
Chionomesa lactea,saseme1,Sapphire-spangled Emerald,
Chirixalus doriae,,,
Chirixalus trilaksonoi,,,
Chiromantis xerampelina,,,
Chiropotes albinasus,,,
Chiropotes satanas,,,
Chiropotes utahicki,,,
Chiroxiphia bokermanni,araman1,Araripe Manakin,
Chiroxiphia boliviana,yunman1,Yungas Manakin,
Chiroxiphia caudata,swtman1,Blue Manakin,
Chiroxiphia galeata,helman1,Helmeted Manakin,
Chiroxiphia lanceolata,latman1,Lance-tailed Manakin,LATM
Chiroxiphia linearis,lotman1,Long-tailed Manakin,LOTM
Chiroxiphia pareola,blbman1,Blue-backed Manakin,
Chirp_and_tweet,,,
Chlamydera cerviniventris,fabbow1,Fawn-breasted Bowerbird,
Chlamydera guttata,wesbow1,Western Bowerbird,
Chlamydera lauterbachi,yebbow1,Yellow-breasted Bowerbird,
Chlamydera maculata,spobow1,Spotted Bowerbird,
Chlamydera nuchalis,grebow1,Great Bowerbird,
Chlamydochaera jefferyi,fruith1,Fruithunter,
Chlamydotis undulata,houbus1,African Houbara,
Chlidonias albostriatus,blfter1,Black-fronted Tern,
Chlidonias hybrida,whiter2,Whiskered Tern,WHST
Chlidonias leucopterus,whwter,White-winged Tern,WWTE
Chlidonias niger,blkter,Black Tern,BLTE
Chloealtis abdominalis,,,
Chloealtis conspersa,,,
Chloealtis gracilis,,,
Chloebia gouldiae,goufin3,Gouldian Finch,
Chloephaga hybrida,kelgoo1,Kelp Goose,
Chloephaga picta,uplgoo1,Upland Goose,
Chloephaga poliocephala,ashgoo1,Ashy-headed Goose,
Chloephaga rubidiceps,ruhgoo1,Ruddy-headed Goose,
Chloracris brullei,,,
Chlorestes candida,whbeme1,White-bellied Emerald,WBEM
Chlorestes cyanus,whcsap1,White-chinned Sapphire,
Chlorestes eliciae,bltgol1,Blue-throated Sapphire,BTRG
Chlorestes julie,vibhum1,Violet-bellied Hummingbird,VBHU
Chlorestes notata,bucsap1,Blue-chinned Sapphire,
Chloris ambigua,bkhgre1,Black-headed Greenfinch,
Chloris chloris,eurgre1,European Greenfinch,
Chloris monguilloti,viegre2,Vietnamese Greenfinch,
Chloris sinica,origre,Oriental Greenfinch,ORGR
Chloris spinoides,yebgre4,Yellow-breasted Greenfinch,
Chlorocanta viridis,,,
Chlorocebus aethiops,,,
Chlorocebus cynosuros,,,
Chlorocebus pygerythrus,,,
Chlorocebus sabaeus,,,
Chlorocebus tantalus,,,
Chloroceryle aenea,ampkin1,American Pygmy Kingfisher,APKI
Chloroceryle amazona,amakin1,Amazon Kingfisher,AMKI
Chloroceryle americana,grnkin,Green Kingfisher,GKIN
Chloroceryle inda,garkin1,Green-and-rufous Kingfisher,GARK
Chlorochrysa calliparaea,oretan1,Orange-eared Tanager,
Chlorochrysa nitidissima,multan1,Multicolored Tanager,
Chlorochrysa phoenicotis,glgtan1,Glistening-green Tanager,
Chlorocichla falkensteini,yengre1,Falkenstein's Greenbul,
Chlorocichla flaviventris,yebgre1,Yellow-bellied Greenbul,
Chlorocichla laetissima,joygre1,Joyful Greenbul,
Chlorocichla simplex,simgre1,Simple Greenbul,
Chlorocysta vitripennis,,,
Chlorodectes loquax,,,
Chlorodrepanis flava,oahama,Oahu Amakihi,OAAM
Chlorodrepanis stejnegeri,kauama,Kauai Amakihi,KAAM
Chlorodrepanis virens,hawama,Hawaii Amakihi,HAAM
Chlorophanes spiza,grehon1,Green Honeycreeper,GRHO
Chlorophoneus bocagei,gygbus1,Bocage's Bushshrike,
Chlorophoneus kupeensis,mtkbus1,Mount Kupe Bushshrike,
Chlorophoneus multicolor,macbus2,Many-colored Bushshrike,
Chlorophoneus nigrifrons,blfbus1,Black-fronted Bushshrike,
Chlorophoneus olivaceus,olibus1,Olive Bushshrike,
Chlorophoneus sulfureopectus,subbus1,Orange-breasted Bushshrike,
Chlorophonia callophrys,gobchl1,Golden-browed Chlorophonia,GBCH
Chlorophonia cyanea,blnchl1,Blue-naped Chlorophonia,
Chlorophonia cyanocephala,goreup1,Golden-rumped Euphonia,
Chlorophonia elegantissima,eleeup1,Elegant Euphonia,ELEU
Chlorophonia flavirostris,yecchl1,Yellow-collared Chlorophonia,YCCH
Chlorophonia musica,anteup2,Hispaniolan Euphonia,HIEU
Chlorophonia occipitalis,blcchl1,Blue-crowned Chlorophonia,BCRC
Chlorophonia pyrrhophrys,chbchl1,Chestnut-breasted Chlorophonia,
Chlorophonia sclateri,anteup3,Puerto Rican Euphonia,PREU
Chloropicus namaquus,beawoo1,Bearded Woodpecker,
Chloropicus pyrrhogaster,fibwoo1,Fire-bellied Woodpecker,
Chloropicus xantholophus,gocwoo3,Yellow-crested Woodpecker,
Chloropipo flavicapilla,yehman2,Yellow-headed Manakin,
Chloropipo unicolor,jetman2,Jet Manakin,
Chloropsis aurifrons,goflea1,Golden-fronted Leafbird,
Chloropsis cochinchinensis,buwlea2,Javan Leafbird,
Chloropsis cyanopogon,leglea1,Lesser Green Leafbird,
Chloropsis flavipennis,philea1,Philippine Leafbird,
Chloropsis hardwickii,orblea1,Orange-bellied Leafbird,
Chloropsis jerdoni,jerlea1,Jerdon's Leafbird,
Chloropsis kinabaluensis,borlea1,Bornean Leafbird,
Chloropsis moluccensis,blwlea1,Blue-winged Leafbird,
Chloropsis palawanensis,yetlea1,Yellow-throated Leafbird,
Chloropsis sonnerati,grglea1,Greater Green Leafbird,
Chlorornis riefferii,grgtan1,Grass-green Tanager,
Chlorospingus canigularis,atbtan1,Ashy-throated Chlorospingus,ATCH
Chlorospingus flavigularis,ytbtan1,Yellow-throated Chlorospingus,YTCH
Chlorospingus flavopectus,cobtan1,Common Chlorospingus,COCL
Chlorospingus inornatus,pibtan1,Pirre Chlorospingus,PICH
Chlorospingus parvirostris,shbbut1,Yellow-whiskered Chlorospingus,
Chlorospingus pileatus,scbtan1,Sooty-capped Chlorospingus,SCCH
Chlorospingus semifuscus,dubtan1,Dusky Chlorospingus,
Chlorospingus tacarcunae,tabtan1,Tacarcuna Chlorospingus,TACH
Chlorostilbon alice,grteme1,Green-tailed Emerald,
Chlorostilbon assimilis,gareme1,Garden Emerald,GAEM
Chlorostilbon gibsoni,rebeme1,Red-billed Emerald,
Chlorostilbon lucidus,glbeme1,Glittering-bellied Emerald,
Chlorostilbon melanorhynchus,weseme1,Western Emerald,
Chlorostilbon mellisugus,blteme1,Blue-tailed Emerald,
Chlorostilbon olivaresi,chieme1,Chiribiquete Emerald,
Chlorostilbon poortmani,shteme1,Short-tailed Emerald,
Chlorostilbon russatus,copeme1,Coppery Emerald,
Chlorothraupis carmioli,olitan1,Carmiol's Tanager,CATA
Chlorothraupis frenata,cartan2,Yellow-lored Tanager,
Chlorothraupis olivacea,lestan,Lemon-spectacled Tanager,LSTA
Chlorothraupis stolzmanni,ocbtan1,Ochre-breasted Tanager,
Choeropsis liberiensis,,,
Choloepus didactylus,,,
Choloepus hoffmanni,,,
Chondestes grammacus,larspa,Lark Sparrow,LASP
Chondrodactylus bibronii,,,
Chondroderella borneensis,,,
Chondrohierax uncinatus,hobkit,Hook-billed Kite,HBKI
Chordeiles acutipennis,lesnig,Lesser Nighthawk,LENI
Chordeiles gundlachii,antnig,Antillean Nighthawk,ANNI
Chordeiles minor,comnig,Common Nighthawk,CONI
Chordeiles nacunda,nacnig1,Nacunda Nighthawk,
Chordeiles pusillus,leanig1,Least Nighthawk,
Chordeiles rupestris,sacnig1,Sand-colored Nighthawk,
Chorthippus acroleucus,,,
Chorthippus albomarginatus,,,
Chorthippus alticola,,,
Chorthippus apicalis,,,
Chorthippus apricarius,,,
Chorthippus biguttulus,,,
Chorthippus binotatus,,,
Chorthippus brunneus,,,
Chorthippus caliginosus,,,
Chorthippus cialancensis,,,
Chorthippus corsicus,,,
Chorthippus dichrous,,,
Chorthippus dorsatus,,,
Chorthippus dubius,,,
Chorthippus eisentrauti,,,
Chorthippus intermedius,,,
Chorthippus jacobsi,,,
Chorthippus jucundus,,,
Chorthippus karelini,,,
Chorthippus loratus,,,
Chorthippus macrocerus,,,
Chorthippus maritimus,,,
Chorthippus messinai,,,
Chorthippus miramae,,,
Chorthippus mollis,,,
Chorthippus nevadensis,,,
Chorthippus oschei,,,
Chorthippus pulloides,,,
Chorthippus pullus,,,
Chorthippus reissingeri,,,
Chorthippus rubratibialis,,,
Chorthippus sampeyrensis,,,
Chorthippus saulcyi,,,
Chorthippus vagans,,,
Chorthippus yersini,,,
Chortoicetes terminifera,,,
Chortophaga viridifasciata,,,
Chremistica guamusangensis,,,
Chremistica mixta,,,
Chremistica ochracea,,,
Chremistica operculissima,,,
Chremistica pontianaka,,,
Chremistica umbrosa,,,
Chroicocephalus brunnicephalus,bnhgul1,Brown-headed Gull,
Chroicocephalus bulleri,blbgul1,Black-billed Gull,
Chroicocephalus cirrocephalus,grhgul,Grey-headed Gull,GHGU
Chroicocephalus genei,slbgul1,Slender-billed Gull,
Chroicocephalus hartlaubii,hargul1,Hartlaub's Gull,
Chroicocephalus maculipennis,brhgul2,Brown-hooded Gull,
Chroicocephalus novaehollandiae,silgul2,Silver Gull,
Chroicocephalus philadelphia,bongul,Bonaparte's Gull,BOGU
Chroicocephalus ridibundus,bkhgul,Black-headed Gull,BHGU
Chroicocephalus serranus,andgul1,Andean Gull,
Chromacris speciosa,,,
Chrysochraon beybienkoi,,,
Chrysochraon dispar,,,
Chrysococcyx caprius,didcuc1,Diederik Cuckoo,
Chrysococcyx cupreus,afecuc1,African Emerald Cuckoo,
Chrysococcyx flavigularis,yetcuc1,Yellow-throated Cuckoo,
Chrysococcyx klaas,klacuc1,Klaas's Cuckoo,
Chrysococcyx maculatus,asecuc1,Asian Emerald Cuckoo,
Chrysococcyx xanthorhynchus,viocuc1,Violet Cuckoo,
Chrysocolaptes erythrocephalus,rehfla1,Red-headed Flameback,
Chrysocolaptes festivus,whnwoo1,White-naped Woodpecker,
Chrysocolaptes guttacristatus,grefla1,Greater Flameback,
Chrysocolaptes haematribon,luzfla1,Luzon Flameback,
Chrysocolaptes lucidus,busfla1,Buff-spotted Flameback,
Chrysocolaptes socialis,grefla4,Malabar Flameback,
Chrysocolaptes stricklandi,crbfla1,Crimson-backed Flameback,
Chrysocolaptes strictus,javfla1,Javan Flameback,
Chrysocolaptes validus,orbwoo1,Orange-backed Woodpecker,
Chrysocolaptes xanthocephalus,yeffla1,Yellow-faced Flameback,
Chrysocorythus estherae,mouser2,Indonesian Serin,
Chrysocyon brachyurus,,,
Chrysolampis mosquitus,ruthum1,Ruby-topaz Hummingbird,RTOH
Chrysolophus amherstiae,laaphe1,Lady Amherst's Pheasant,
Chrysolophus pictus,golphe,Golden Pheasant,
Chrysomma altirostre,jerbab1,Jerdon's Babbler,
Chrysomma sinense,yeebab1,Yellow-eyed Babbler,
Chrysomus icterocephalus,yehbla2,Yellow-hooded Blackbird,YHOB
Chrysomus ruficapillus,chcbla2,Chestnut-capped Blackbird,
Chrysopelea paradisi,,,
Chrysophlegma flavinucha,greyel1,Greater Yellownape,
Chrysophlegma mentale,chtwoo1,Checker-throated Woodpecker,
Chrysophlegma miniaceum,banwoo2,Banded Woodpecker,
Chrysothlypis chrysomelas,baytan2,Black-and-yellow Tanager,BAYT
Chrysothlypis salmoni,sawtan1,Scarlet-and-white Tanager,
Chrysuronia boucardi,manhum1,Mangrove Hummingbird,MAHU
Chrysuronia brevirostris,whceme1,White-chested Emerald,
Chrysuronia coeruleogularis,sathum1,Sapphire-throated Hummingbird,SHTH
Chrysuronia goudoti,shghum1,Shining-green Hummingbird,
Chrysuronia grayi,blhsap1,Blue-headed Sapphire,
Chrysuronia humboldtii,humsap2,Humboldt's Sapphire,HUSA
Chrysuronia leucogaster,plbeme1,Plain-bellied Emerald,
Chrysuronia lilliae,sabhum1,Sapphire-bellied Hummingbird,
Chrysuronia oenone,gotsap1,Golden-tailed Sapphire,
Chrysuronia versicolor,vereme1,Versicolored Emerald,
Chuckle_and_chortle,,,
Chunga burmeisteri,bllser1,Black-legged Seriema,
Church_bell,,,
Cicada barbara,,,
Cicada cretensis,,,
Cicada lodosi,,,
Cicada mordoganensis,,,
Cicada orni,,,
Cicadatra atra,,,
Cicadatra hyalina,,,
Cicadatra icari,,,
Cicadatra platyptera,,,
Cicadatra xantes,,,
Cicadetta brevipennis,,,
Cicadetta cantilatrix,,,
Cicadetta chaharensis,,,
Cicadetta concinna,,,
Cicadetta fangoana,,,
Cicadetta hannekeae,,,
Cicadetta macedonica,,,
Cicadetta mediterranea,,,
Cicadetta montana,,,
Cicadetta petryi,,,
Cicadettana calliope,,,
Cichladusa arquata,copthr1,Collared Palm Thrush,
Cichladusa guttata,spmthr1,Spotted Palm Thrush,
Cichladusa ruficauda,rtpthr1,Rufous-tailed Palm Thrush,
Cichlocolaptes leucophrus,pabtre1,Pale-browed Treehunter,
Cichlocolaptes mazarbarnetti,crytre1,Cryptic Treehunter,
Cichlopsis leucogenys,rubsol1,Rufous-brown Solitaire,
Cicindela denverensis,,,
Cicindela hybrida,,,
Cicinnurus regius,kbopar1,King Bird-of-paradise,
Ciconia boyciana,oristo1,Oriental Stork,
Ciconia ciconia,whisto1,White Stork,
Ciconia episcopus,wonsto1,Asian Woolly-necked Stork,
Ciconia maguari,magsto1,Maguari Stork,MAST
Ciconia nigra,blasto1,Black Stork,
Cinclidium frontale,blfrob1,Blue-fronted Robin,
Cinclocerthia gutturalis,gratre1,Grey Trembler,GRTR
Cinclocerthia ruficauda,brotre1,Brown Trembler,BRTR
Cinclodes albidiventris,chwcin1,Chestnut-winged Cinclodes,
Cinclodes albiventris,crwcin1,Cream-winged Cinclodes,
Cinclodes antarcticus,blacin1,Blackish Cinclodes,
Cinclodes aricomae,roycin1,Royal Cinclodes,
Cinclodes atacamensis,whwcin1,White-winged Cinclodes,
Cinclodes comechingonus,corcin1,Cordoba Cinclodes,
Cinclodes excelsior,stbcin1,Stout-billed Cinclodes,
Cinclodes fuscus,buwcin1,Buff-winged Cinclodes,
Cinclodes nigrofumosus,seacin1,Chilean Seaside Cinclodes,
Cinclodes olrogi,olrcin1,Olrog's Cinclodes,
Cinclodes oustaleti,gyfcin1,Grey-flanked Cinclodes,
Cinclodes pabsti,lotcin1,Long-tailed Cinclodes,
Cinclodes palliatus,whbcin1,White-bellied Cinclodes,
Cinclodes patagonicus,dabcin1,Dark-bellied Cinclodes,
Cinclodes taczanowskii,surcin1,Peruvian Seaside Cinclodes,
Cincloramphus bivittatus,bubbus1,Buff-banded Thicketbird,
Cincloramphus cruralis,broson1,Brown Songlark,
Cincloramphus llaneae,bouthi1,Bougainville Thicketbird,
Cincloramphus macrurus,tawgra2,Papuan Grassbird,
Cincloramphus mariae,necgra1,New Caledonian Thicketbird,
Cincloramphus mathewsi,rufson1,Rufous Songlark,
Cincloramphus rubiginosus,rusthi1,Rusty Thicketbird,
Cincloramphus rufus,lolwar1,Long-legged Thicketbird,
Cincloramphus timoriensis,tawgra3,Tawny Grassbird,
Cincloramphus whitneyi,guathi2,Santo Thicketbird,
Cinclosoma ajax,paqthr1,Painted Quail-thrush,
Cinclosoma alisteri,nulqut1,Nullarbor Quail-thrush,
Cinclosoma castaneothorax,cbqthr1,Chestnut-breasted Quail-thrush,
Cinclosoma castanotum,chequt1,Chestnut Quail-thrush,
Cinclosoma cinnamomeum,ciqthr1,Cinnamon Quail-thrush,
Cinclosoma clarum,copqut1,Copperback Quail-thrush,
Cinclosoma marginatum,chbqut1,Western Quail-thrush,
Cinclosoma punctatum,spqthr1,Spotted Quail-thrush,
Cinclus cinclus,whtdip1,White-throated Dipper,
Cinclus leucocephalus,whcdip1,White-capped Dipper,
Cinclus mexicanus,amedip,American Dipper,AMDI
Cinclus pallasii,brodip1,Brown Dipper,
Cinclus schulzii,rutdip1,Rufous-throated Dipper,
Cinnycerthia fulva,fulwre1,Fulvous Wren,
Cinnycerthia olivascens,shawre1,Sepia-brown Wren,
Cinnycerthia peruana,perwre1,Peruvian Wren,
Cinnycerthia unirufa,rufwre1,Rufous Wren,
Cinnyricinclus leucogaster,vibsta2,Violet-backed Starling,
Cinnyris afer,gdcsun2,Greater Double-collared Sunbird,
Cinnyris asiaticus,pursun4,Purple Sunbird,
Cinnyris batesi,batsun2,Bates's Sunbird,
Cinnyris bifasciatus,pubsun4,Purple-banded Sunbird,
Cinnyris bouvieri,ortsun3,Orange-tufted Sunbird,
Cinnyris buettikoferi,apbsun2,Apricot-breasted Sunbird,
Cinnyris chalybeus,sdcsun3,Southern Double-collared Sunbird,
Cinnyris chloropygius,olbsun3,Olive-bellied Sunbird,
Cinnyris coccinigastrus,splsun2,Splendid Sunbird,
Cinnyris comorensis,anjsun2,Anjouan Sunbird,
Cinnyris congensis,consun2,Congo Sunbird,
Cinnyris coquerellii,maysun2,Mayotte Sunbird,
Cinnyris cupreus,copsun2,Copper Sunbird,
Cinnyris dussumieri,seysun2,Seychelles Sunbird,
Cinnyris erythrocercus,recsun2,Red-chested Sunbird,
Cinnyris frenatus,olbsun2,Sahul Sunbird,
Cinnyris fuelleborni,edcsun1,Forest Double-collared Sunbird,
Cinnyris fuscus,dussun2,Dusky Sunbird,
Cinnyris gertrudis,miosun2,Western Miombo Sunbird,
Cinnyris habessinicus,shisun3,Abyssinian Sunbird,
Cinnyris humbloti,humsun2,Humblot's Sunbird,
Cinnyris infrenatus,olbsun23,Tukangbesi Sunbird,
Cinnyris johannae,johsun2,Johanna's Sunbird,
Cinnyris jugularis,olbsun31,Garden Sunbird,
Cinnyris lotenius,lobsun2,Loten's Sunbird,
Cinnyris loveridgei,lovsun3,Loveridge's Sunbird,
Cinnyris ludovicensis,mdcsun3,Ludwig's Double-collared Sunbird,
Cinnyris manoensis,miosun3,Eastern Miombo Sunbird,
Cinnyris mariquensis,marsun2,Marico Sunbird,
Cinnyris mediocris,edcsun3,Eastern Double-collared Sunbird,
Cinnyris minullus,tinsun2,Tiny Sunbird,
Cinnyris moreaui,morsun2,Moreau's Sunbird,
Cinnyris nectarinioides,bkbsun1,Black-bellied Sunbird,
Cinnyris neergaardi,neesun2,Neergaard's Sunbird,
Cinnyris notatus,madsun1,Malagasy Green Sunbird,
Cinnyris ornatus,olbsun4,Ornate Sunbird,
Cinnyris osea,palsun2,Palestine Sunbird,
Cinnyris oustaleti,oussun2,Oustalet's Sunbird,
Cinnyris pembae,pemsun2,Pemba Sunbird,
Cinnyris pulchellus,beasun2,Beautiful Sunbird,
Cinnyris regius,regsun2,Regal Sunbird,
Cinnyris reichenowi,ndcsun2,Northern Double-collared Sunbird,
Cinnyris rufipennis,ruwsun2,Rufous-winged Sunbird,
Cinnyris shelleyi,shesun2,Shelley's Sunbird,
Cinnyris solaris,flbsun2,Flame-breasted Sunbird,
Cinnyris sovimanga,sousun2,Souimanga Sunbird,
Cinnyris stuhlmanni,stusun1,Rwenzori Double-collared Sunbird,
Cinnyris superbus,supsun2,Superb Sunbird,
Cinnyris talatala,whbsun2,White-bellied Sunbird,
Cinnyris tsavoensis,tsasun1,Tsavo Sunbird,
Cinnyris ursulae,urssun2,Ursula's Sunbird,
Cinnyris usambaricus,edcsun4,Usambara Double-collared Sunbird,
Cinnyris venustus,varsun2,Variable Sunbird,
Circaetus cinerascens,baseag1,Western Banded Snake Eagle,
Circaetus cinereus,brseag1,Brown Snake Eagle,
Circaetus fasciolatus,faseag1,Southern Banded Snake Eagle,
Circaetus gallicus,shteag1,Short-toed Snake Eagle,
Circaetus pectoralis,bkbsne1,Black-chested Snake Eagle,
Circaetus spectabilis,coseag1,Congo Serpent Eagle,
Circotettix rabula,,,
Circotettix undulatus,,,
Circus aeruginosus,wemhar1,Western Marsh Harrier,WMHA
Circus approximans,swahar1,Swamp Harrier,
Circus assimilis,spohar1,Spotted Harrier,
Circus buffoni,lowhar1,Long-winged Harrier,LWHA
Circus cinereus,cinhar1,Cinereous Harrier,
Circus cyaneus,norhar1,Hen Harrier,
Circus hudsonius,norhar2,Northern Harrier,NOHA
Circus macrosceles,reuhar3,Malagasy Harrier,
Circus macrourus,palhar1,Pallid Harrier,
Circus maillardi,reuhar2,Reunion Harrier,
Circus maurus,blahar1,Black Harrier,
Circus melanoleucos,piehar1,Pied Harrier,
Circus pygargus,monhar1,Montagu's Harrier,
Circus ranivorus,afmhar1,African Marsh Harrier,
Circus spilonotus,easmah1,Eastern Marsh Harrier,
Circus spilothorax,easmah2,Papuan Harrier,
Cirrula hians,,,
Cissa chinensis,gremag1,Common Green Magpie,
Cissa hypoleuca,yebmag1,Indochinese Green Magpie,
Cissa jefferyi,borgrm1,Bornean Green Magpie,
Cissa thalassina,shtmag1,Javan Green Magpie,
Cissomela pectoralis,banhon1,Banded Honeyeater,
Cissopis leverianus,magtan2,Magpie Tanager,
Cisticola aberdare,abecis1,Aberdare Cisticola,
Cisticola aberrans,rolcis2,Rock-loving Cisticola,
Cisticola angusticauda,tabcis1,Long-tailed Cisticola,
Cisticola anonymus,chacis1,Chattering Cisticola,
Cisticola aridulus,descis1,Desert Cisticola,
Cisticola ayresii,wiscis1,Wing-snapping Cisticola,
Cisticola bailunduensis,rolcis4,Huambo Cisticola,
Cisticola bodessa,borcis1,Boran Cisticola,
Cisticola brachypterus,sifcis1,Short-winged Cisticola,
Cisticola brunnescens,pepcis1,Pectoral-patch Cisticola,
Cisticola bulliens,bubcis1,Bubbling Cisticola,
Cisticola cantans,sincis1,Singing Cisticola,
Cisticola carruthersi,carcis1,Carruthers's Cisticola,
Cisticola cherina,madcis2,Madagascar Cisticola,
Cisticola chiniana,ratcis1,Rattling Cisticola,
Cisticola chubbi,chucis1,Chubb's Cisticola,
Cisticola cinereolus,ashcis1,Ashy Cisticola,
Cisticola cinnamomeus,paccis1,Pale-crowned Cisticola,
Cisticola dambo,clscis1,Dambo Cisticola,
Cisticola distinctus,waicis2,Lynes's Cisticola,
Cisticola erythrops,refcis1,Red-faced Cisticola,
Cisticola exilis,gohcis1,Golden-headed Cisticola,
Cisticola eximius,blncis1,Black-backed Cisticola,
Cisticola fulvicapilla,pipcis2,Neddicky,
Cisticola galactotes,wincis2,Rufous-winged Cisticola,
Cisticola guinea,dorcis1,Dorst's Cisticola,
Cisticola haematocephalus,wincis4,Coastal Cisticola,
Cisticola haesitatus,soccis1,Socotra Cisticola,
Cisticola hunteri,huncis1,Hunter's Cisticola,
Cisticola juncidis,zitcis1,Zitting Cisticola,
Cisticola lais,waicis1,Wailing Cisticola,
Cisticola lateralis,whicis1,Whistling Cisticola,
Cisticola luapula,wincis5,Luapula Cisticola,
Cisticola lugubris,wincis6,Ethiopian Cisticola,
Cisticola marginatus,wincis3,Winding Cisticola,
Cisticola nana,tincis3,Tiny Cisticola,
Cisticola natalensis,crocis1,Croaking Cisticola,
