ebird_code,scientific_name,common_name,alpha
cibfan1,Rhipidura superflua,Tawny-backed Fantail,
rubfan2,Rhipidura teysmanni,Sulawesi Fantail,
pelfan1,Rhipidura habibiei,Peleng Fantail,
lotfan1,Rhipidura opistherythra,Long-tailed Fantail,
rubfan1,Rhipidura rufidorsa,Rufous-backed Fantail,
matfan1,Rhipidura matthiae,Mussau Fantail,
manfan2,Rhipidura semirubra,Manus Fantail,
ruffan1,,,
arafan1,Rhipidura dryas,Arafura Fantail,
papdro1,Chaetorhynchus papuensis,Drongo Fantail,
silkta2,Lamprolia victoriae,Taveuni Silktail,
blnmon1,Hypothymis azurea,Black-naped Monarch,
pabmon1,Hypothymis puella,Pale-blue Monarch,
shcmon1,Hypothymis helenae,Short-crested Monarch,
celmon1,Hypothymis coelestis,Celestial Monarch,
afcfly1,Trochocercus cyanomelas,Blue-mantled Crested Flycatcher,
bhcfly1,Trochocercus nitens,Blue-headed Crested Flycatcher,
rvpfly1,Terpsiphone rufocinerea,Rufous-vented Paradise Flycatcher,
bhpfly1,Terpsiphone rufiventer,Red-bellied Paradise Flycatcher,
batpaf1,Terpsiphone batesi,Bates's Paradise Flycatcher,
afpfly1,Terpsiphone viridis,African Paradise Flycatcher,
aspfly1,Terpsiphone paradisi,Indian Paradise Flycatcher,
blypaf1,Terpsiphone affinis,Blyth's Paradise Flycatcher,
amupaf1,Terpsiphone incei,Amur Paradise Flycatcher,
japfly1,Terpsiphone atrocaudata,Black Paradise Flycatcher,
blpfly1,Terpsiphone cyanescens,Blue Paradise Flycatcher,
rupfly1,Terpsiphone cinnamomea,Rufous Paradise Flycatcher,
mapfly1,Terpsiphone mutata,Malagasy Paradise Flycatcher,
sepfly1,Terpsiphone corvina,Seychelles Paradise Flycatcher,
mapfly2,Terpsiphone bourbonnensis,Mascarene Paradise Flycatcher,
elepai5,Chasiempis sclateri,Kauai Elepaio,KAEL
elepai4,Chasiempis ibidis,Oahu Elepaio,OAEL
elepai,Chasiempis sandwichensis,Hawaii Elepaio,HAEL
rarmon1,Pomarea dimidiata,Rarotonga Monarch,
tahmon2,Pomarea nigra,Tahiti Monarch,
marmon2,Pomarea mendozae,Marquesan Monarch,
iphmon2,Pomarea iphis,Iphis Monarch,
fatmon1,Pomarea whitneyi,Fatu Hiva Monarch,
vanmon1,Mayrornis schistaceus,Vanikoro Monarch,
slamon1,Mayrornis lessoni,Slaty Monarch,
bubmon1,Neolalage banksiana,Buff-bellied Monarch,
soushr2,Clytorhynchus pachycephaloides,Southern Shrikebill,
fijshr1,Clytorhynchus vitiensis,Fiji Shrikebill,
bktshr1,Clytorhynchus nigrogularis,Black-throated Shrikebill,
renshr1,Clytorhynchus hamlini,Rennell Shrikebill,
blamon1,Symposiachrus axillaris,Black Monarch,
spwmon1,Symposiachrus guttula,Spot-winged Monarch,
blbmon2,Symposiachrus mundus,Banda Sea Monarch,
flomon1,Symposiachrus sacerdotum,Flores Monarch,
blcmon1,Symposiachrus boanensis,Boano Monarch,
spemon1,Symposiachrus trivirgatus,Spectacled Monarch,
whtmon1,Symposiachrus leucurus,Kai Monarch,
whtmon2,Symposiachrus everetti,Tanahjampea Monarch,
biamon1,Symposiachrus brehmii,Biak Monarch,
hoomon1,Symposiachrus manadensis,Hooded Monarch,
bltmon1,Symposiachrus verticalis,Bismarck Monarch,
bawmon1,,,
kulmon1,,,
whcmon2,Symposiachrus vidua,White-collared Monarch,
islmon1,Monarcha cinerascens,Island Monarch,
blfmon1,Monarcha melanopsis,Black-faced Monarch,
blwmon1,Monarcha frater,Black-winged Monarch,
boumon1,,,
chbmon1,Monarcha castaneiventris,Chestnut-bellied Monarch,
whcmon1,Monarcha richardsii,White-capped Monarch,
yapmon1,Monarcha godeffroyi,Yap Monarch,
whemon1,Carterornis leucotis,White-eared Monarch,
whnmon1,Carterornis pileatus,White-naped Monarch,
loemon1,Carterornis castus,Tanimbar Monarch,
golmon1,Carterornis chrysomela,Golden Monarch,
rucmon1,Arses insularis,Ochre-collared Monarch,
frimon1,Arses telescopthalmus,Frilled Monarch,
frnmon1,Arses lorealis,Frill-necked Monarch,
piemon1,Arses kaupi,Pied Monarch,
maglar1,Grallina cyanoleuca,Magpie-lark,
torlar1,Grallina bruijnii,Torrent-lark,
ocefly1,Myiagra oceanica,Chuuk Flycatcher,
palfly3,Myiagra erythrops,Palau Flycatcher,
pohfly1,Myiagra pluto,Pohnpei Flycatcher,
molfly1,Myiagra galeata,Moluccan Flycatcher,
biafly1,Myiagra atra,Biak Black Flycatcher,
leafly2,Myiagra rubecula,Leaden Flycatcher,
stbfly1,Myiagra ferrocyanea,Steel-blue Flycatcher,
ochfly1,Myiagra cervinicauda,Makira Flycatcher,
melfly1,Myiagra caledonica,Melanesian Flycatcher,
vanfly1,Myiagra vanikorensis,Vanikoro Flycatcher,
chtfly1,Myiagra castaneigularis,Chestnut-throated Flycatcher,
brbfly1,Myiagra ruficollis,Broad-billed Flycatcher,
satfly1,Myiagra cyanoleuca,Satin Flycatcher,
shifly1,Myiagra alecto,Shining Flycatcher,
papfly1,Myiagra nana,Paperbark Flycatcher,
resfly1,Myiagra inquieta,Restless Flycatcher,
blamag1,,,
blkmag2,Platysmurus aterrimus,Bornean Black Magpie,
sibjay1,Perisoreus infaustus,Siberian Jay,
sicjay1,Perisoreus internigrans,Sichuan Jay,
gryjay,Perisoreus canadensis,Canada Jay,CAJA
blcjay2,Cyanolyca armillata,Black-collared Jay,
whcjay2,Cyanolyca viridicyanus,White-collared Jay,
turjay1,Cyanolyca turcosa,Turquoise Jay,
beajay1,Cyanolyca pulchra,Beautiful Jay,
azhjay1,Cyanolyca cucullata,Azure-hooded Jay,AHJA
bltjay1,Cyanolyca pumilo,Black-throated Jay,BTJA
dwajay1,Cyanolyca nanus,Dwarf Jay,DWJA
whtjay1,Cyanolyca mirabilis,White-throated Jay,WTJA
sitjay1,Cyanolyca argentigula,Silvery-throated Jay,STHJ
bucjay1,Cyanocorax melanocyaneus,Bushy-crested Jay,BCRJ
sabjay,Cyanocorax sanblasianus,San Blas Jay,SBJA
yucjay1,Cyanocorax yucatanicus,Yucatan Jay,YUJA
pubjay1,Cyanocorax beecheii,Purplish-backed Jay,PBJA
viojay1,Cyanocorax violaceus,Violaceous Jay,
azujay1,Cyanocorax caeruleus,,
purjay1,Cyanocorax cyanomelas,Purplish Jay,
cucjay1,Cyanocorax cristatellus,Curl-crested Jay,
tufjay1,Cyanocorax dickeyi,Tufted Jay,TUJA
blcjay1,Cyanocorax affinis,Black-chested Jay,BCHJ
whtjay2,Cyanocorax mystacalis,White-tailed Jay,
cayjay1,Cyanocorax cayanus,Cayenne Jay,
aznjay1,Cyanocorax heilprini,Azure-naped Jay,
plcjay1,Cyanocorax chrysops,Plush-crested Jay,
whnjay1,Cyanocorax cyanopogon,White-naped Jay,
grnjay,Cyanocorax yncas,Green Jay,GRJA
brnjay,Cyanocorax morio,Brown Jay,BRJA
btmjay,Cyanocorax colliei,Black-throated Magpie-Jay,BTMJ
wtmjay1,Cyanocorax formosus,White-throated Magpie-Jay,WTMJ
blujay,Cyanocitta cristata,Blue Jay,BLJA
stejay,Cyanocitta stelleri,Steller's Jay,STJA
mexjay4,Aphelocoma wollweberi,Mexican Jay,MEJA
mexjay3,Aphelocoma ultramarina,Transvolcanic Jay,TRJA
unijay1,Aphelocoma unicolor,Unicolored Jay,UNJA
cowscj1,Aphelocoma californica,California Scrub Jay,CASJ
wooscj2,Aphelocoma woodhouseii,Woodhouse's Scrub Jay,WOSJ
issjay,Aphelocoma insularis,Island Scrub Jay,ISSJ
flsjay,Aphelocoma coerulescens,Florida Scrub Jay,FLSJ
pinjay,Gymnorhinus cyanocephalus,Pinyon Jay,PIJA
eurjay1,Garrulus glandarius,Eurasian Jay,
blhjay1,Garrulus lanceolatus,Black-headed Jay,
lidjay1,Garrulus lidthi,Lidth's Jay,
azwmag2,Cyanopica cyanus,Azure-winged Magpie,
azwmag3,Cyanopica cooki,Iberian Magpie,
ceymag1,Urocissa ornata,Sri Lanka Blue Magpie,
formag1,Urocissa caerulea,Taiwan Blue Magpie,
gobmag1,Urocissa flavirostris,Yellow-billed Blue Magpie,
rbbmag,Urocissa erythroryncha,Red-billed Blue Magpie,
whwmag1,Urocissa whiteheadi,White-winged Magpie,
yebmag1,Cissa hypoleuca,Indochinese Green Magpie,
ruftre2,Dendrocitta vagabunda,Rufous Treepie,
bortre1,Dendrocitta cinerascens,Bornean Treepie,
grytre1,Dendrocitta formosae,Grey Treepie,
whbtre1,Dendrocitta leucogastra,White-bellied Treepie,
coltre1,Dendrocitta frontalis,Collared Treepie,
andtre1,Dendrocitta bayleii,Andaman Treepie,
rattre1,Crypsirina temia,Racket-tailed Treepie,
hootre1,Crypsirina cucullata,Hooded Treepie,
rattre2,Temnurus temnurus,Ratchet-tailed Treepie,
eurmag1,Pica pica,Eurasian Magpie,
eurmag3,Pica mauritanica,Maghreb Magpie,
eurmag5,Pica asirensis,Asir Magpie,
eurmag6,Pica bottanensis,Black-rumped Magpie,
orimag1,Pica serica,Oriental Magpie,
bkbmag1,Pica hudsonia,Black-billed Magpie,BBMA
yebmag,Pica nuttalli,,YBMA
stbcro1,Zavattariornis stresemanni,Ethiopian Bushcrow,
mogjay1,Podoces hendersoni,Mongolian Ground Jay,
xigjay1,Podoces biddulphi,Xinjiang Ground Jay,
tugjay1,Podoces panderi,Turkestan Ground Jay,
irgjay1,Podoces pleskei,Iranian Ground Jay,
clanut,Nucifraga columbiana,Clark's Nutcracker,CLNU
redcro,Loxia curvirostra,Red Crossbill,RECR
redcro9,Loxia sinesciuris,Cassia Crossbill,CACR
whwcro,Loxia leucoptera,Two-barred Crossbill,WWCR
hiscro,Loxia megaplaga,Hispaniolan Crossbill,HICR
mouser1,,,
eurgol,Carduelis carduelis,European Goldfinch,EGOL
citfin1,Carduelis citrinella,Citril Finch,
corfin1,Carduelis corsicana,Corsican Finch,
fifser1,Serinus pusillus,Red-fronted Serin,
eurser1,Serinus serinus,European Serin,
syrser1,Serinus syriacus,Syrian Serin,
comcan,Serinus canaria,Atlantic Canary,ISCA
capcan1,Serinus canicollis,Cape Canary,
yeccan1,Serinus flavivertex,Yellow-crowned Canary,
bkhcan2,Serinus alario,Black-headed Canary,
tibser1,Spinus thibetanus,Tibetan Serin,
lawgol,Spinus lawrencei,Lawrence's Goldfinch,LAGO
amegfi,Spinus tristis,American Goldfinch,AGOL
lesgol,Spinus psaltria,Lesser Goldfinch,LEGO
eursis,Spinus spinus,Eurasian Siskin,EUSI
antsis1,Spinus dominicensis,Antillean Siskin,ANSI
pinsis,Spinus pinus,Pine Siskin,PISI
blhsis1,Spinus notatus,Black-headed Siskin,BHSI
blcsis2,Spinus barbatus,Black-chinned Siskin,
yebsis1,Spinus xanthogastrus,Yellow-bellied Siskin,YBSI
olisis1,Spinus olivaceus,Olivaceous Siskin,
hoosis1,Spinus magellanicus,Hooded Siskin,
safsis1,Spinus siemiradzkii,Saffron Siskin,
yefsis1,Spinus yarrellii,Yellow-faced Siskin,
blasis1,Spinus atratus,Black Siskin,
yersis1,Spinus uropygialis,Yellow-rumped Siskin,
thbsis1,Spinus crassirostris,Thick-billed Siskin,
andsis1,Spinus spinescens,Andean Siskin,
eleeup1,Chlorophonia elegantissima,Elegant Euphonia,ELEU
anteup1,,,
goreup1,Chlorophonia cyanocephala,Golden-rumped Euphonia,
blnchl1,Chlorophonia cyanea,Blue-naped Chlorophonia,
chbchl1,Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,
yecchl1,Chlorophonia flavirostris,Yellow-collared Chlorophonia,YCCH
blcchl1,Chlorophonia occipitalis,Blue-crowned Chlorophonia,BCRC
gobchl1,Chlorophonia callophrys,Golden-browed Chlorophonia,GBCH
jameup1,Euphonia jamaica,Jamaican Euphonia,JAEU
orceup1,Euphonia saturata,Orange-crowned Euphonia,
plueup1,Euphonia plumbea,Plumbeous Euphonia,
puteup1,Euphonia chlorotica,Purple-throated Euphonia,
fineup1,Euphonia finschi,Finsch's Euphonia,
vefeup1,Euphonia concinna,Velvet-fronted Euphonia,
trieup1,Euphonia trinitatis,Trinidad Euphonia,
screup3,Euphonia godmani,West Mexican Euphonia,WMEU
screup1,Euphonia affinis,Scrub Euphonia,SEUP
yeceup1,Euphonia luteicapilla,Yellow-crowned Euphonia,YCEU
gobeup1,Euphonia chrysopasta,White-lored Euphonia,
whveup1,Euphonia minuta,White-vented Euphonia,WVEU
gnteup1,Euphonia chalybea,Green-chinned Euphonia,
vioeup1,Euphonia violacea,Violaceous Euphonia,
yeteup1,Euphonia hirundinacea,Yellow-throated Euphonia,YTEU
thbeup1,Euphonia laniirostris,Thick-billed Euphonia,TBEU
spceup1,Euphonia imitans,Spot-crowned Euphonia,SPCE
olbeup1,Euphonia gouldi,Olive-backed Euphonia,OBAE
fuveup1,Euphonia fulvicrissa,Fulvous-vented Euphonia,FVEU
taceup1,Euphonia anneae,Tawny-capped Euphonia,TCEU
orbeup1,Euphonia xanthogaster,Orange-bellied Euphonia,OBEE
brgeup1,Euphonia mesochrysa,Bronze-green Euphonia,
goseup1,Euphonia cayennensis,Golden-sided Euphonia,
rubeup1,Euphonia rufiventris,Rufous-bellied Euphonia,
chbeup1,Euphonia pectoralis,Chestnut-bellied Euphonia,
mcclon,Rhynchophanes mccownii,Thick-billed Longspur,TBLO
laplon,Calcarius lapponicus,Lapland Longspur,LALO
smilon,Calcarius pictus,Smith's Longspur,SMLO
chclon,Calcarius ornatus,Chestnut-collared Longspur,CCLO
snobun,Plectrophenax nivalis,Snow Bunting,SNBU
austhr1,Turdus falcklandii,Austral Thrush,
lawthr1,Turdus lawrencii,Lawrence's Thrush,
slathr3,Turdus subalaris,Blacksmith Thrush,
crbthr1,Turdus amaurochalinus,Creamy-bellied Thrush,
trithr1,Turdus eremita,Tristan Thrush,
marthr2,Turdus maranonicus,Maranon Thrush,
blbthr1,Turdus ignobilis,Black-billed Thrush,
bkbthr3,Turdus arthuri,Campina Thrush,
yelthr1,Turdus flavipes,Yellow-legged Thrush,
whtrob1,Turdus assimilis,White-throated Thrush,WTTH
whtthr2,,,
whnrob1,Turdus albicollis,White-necked Thrush,
rubrob,Turdus rufopalliatus,Rufous-backed Thrush,RBRO
pavthr1,Turdus obsoletus,Pale-vented Thrush,PVTH
pabthr1,Turdus leucomelas,Pale-breasted Thrush,
cocthr1,Turdus fumigatus,Cocoa Thrush,COCT
hauthr1,Turdus hauxwelli,Hauxwell's Thrush,
rubthr1,Turdus rufiventris,Rufous-bellied Thrush,
clcrob,Turdus grayi,Clay-colored Thrush,CCTH
baerob1,Turdus nudigenis,Spectacled Thrush,SPTH
ecuthr1,Turdus maculirostris,Ecuadorian Thrush,
hauthr3,Turdus sanchezorum,Varzea Thrush,
unithr1,Turdus haplochrous,Unicolored Thrush,
ficale3,Alethe diademata,White-tailed Alethe,
ficale2,Alethe castanea,Fire-crested Alethe,
kasrob2,Tychaedon coryphoeus,Karoo Scrub Robin,
fosrob1,Tychaedon leucosticta,Forest Scrub Robin,
besrob1,Tychaedon quadrivirgata,Bearded Scrub Robin,
misrob1,Tychaedon barbata,Miombo Scrub Robin,
blsrob1,Cercotrichas podobe,Black Scrub Robin,
rutscr1,Cercotrichas galactotes,Rufous-tailed Scrub Robin,
kasrob1,Cercotrichas paena,Kalahari Scrub Robin,
bbsrob1,Cercotrichas hartlaubi,Brown-backed Scrub Robin,
rbsrob1,Cercotrichas leucophrys,White-browed Scrub Robin,
brsrob1,Tychaedon signata,Brown Scrub Robin,
indrob1,Copsychus fulicatus,Indian Robin,
rutsha2,Copsychus pyrropygus,Rufous-tailed Shama,
mamrob1,Copsychus albospecularis,Madagascar Magpie-Robin,
semrob1,Copsychus sechellarum,Seychelles Magpie-Robin,
phimar1,Copsychus mindanensis,Philippine Magpie-Robin,
andsha1,Copsychus albiventris,Andaman Shama,
whrsha2,,,
whbsha1,Copsychus luzoniensis,White-browed Shama,
vissha1,Copsychus superciliaris,Visayan Shama,
whvsha1,Copsychus niger,White-vented Shama,
blasha1,Copsychus cebuensis,Black Shama,
afffly1,Fraseria ocreata,Fraser's Forest Flycatcher,
wbffly1,Fraseria cinerascens,White-browed Forest Flycatcher,
gyttif1,Fraseria griseigularis,Grey-throated Tit-Flycatcher,
grytif1,Fraseria plumbea,Grey Tit-Flycatcher,
angslf1,Melaenornis brunneus,Angola Slaty Flycatcher,
wheslf1,Melaenornis fischeri,White-eyed Slaty Flycatcher,
abyslf1,Melaenornis chocolatinus,Abyssinian Slaty Flycatcher,
yebfly2,Melaenornis ardesiacus,Yellow-eyed Black Flycatcher,
nobfly1,Melaenornis edolioides,Northern Black Flycatcher,
sobfly1,Melaenornis pammelaina,Southern Black Flycatcher,
palfly2,Agricola pallidus,Pale Flycatcher,
chafly2,Agricola infuscatus,Chat Flycatcher,
grafly1,,,
marfly1,Bradornis mariquensis,Marico Flycatcher,
fisfly1,Sigelus silens,Fiscal Flycatcher,
silver1,Empidornis semipartitus,Silverbird,
spofly1,Muscicapa striata,Spotted Flycatcher,SPFL
spofly3,,,
gamfly1,Muscicapa gambagae,Gambaga Flycatcher,
gysfly1,Muscicapa griseisticta,Grey-streaked Flycatcher,GSFL
dasfly,Muscicapa sibirica,Dark-sided Flycatcher,DSFL
asbfly,Muscicapa dauurica,Asian Brown Flycatcher,ABFL
bnsfly1,Muscicapa williamsoni,Brown-streaked Flycatcher,
subfly2,Muscicapa segregata,Sumba Brown Flycatcher,
brbfly2,Muscicapa muttui,Brown-breasted Flycatcher,
ferfly1,Muscicapa ferruginea,Ferruginous Flycatcher,
ashfly1,Fraseria caerulescens,Ashy Flycatcher,
swafly3,Muscicapa aquatica,Swamp Flycatcher,
casfly1,Muscicapa cassini,Cassin's Flycatcher,
olifly1,Fraseria olivascens,Olivaceous Flycatcher,
chafly1,Fraseria lendu,Chapin's Flycatcher,
afdfly1,Muscicapa adusta,African Dusky Flycatcher,
ligfly2,Muscicapa epulata,Little Grey Flycatcher,
yeffly1,Muscicapa sethsmithi,Yellow-footed Flycatcher,
dubfly2,Bradornis comitatus,Dusky-blue Flycatcher,
tesfly1,Fraseria tessmanni,Tessmann's Flycatcher,
ussfly1,Artomyias ussheri,Ussher's Flycatcher,
whgfly1,Anthipes monileger,White-gorgeted Flycatcher,
rubfly3,Anthipes solitaris,Rufous-browed Flycatcher,
habfly1,Cyornis hainanus,Hainan Blue Flycatcher,
pabfly2,Cyornis unicolor,Pale Blue Flycatcher,
wbbfly1,Cyornis pallidipes,White-bellied Blue Flycatcher,
pacblf1,Cyornis poliogenys,Pale-chinned Flycatcher,
hibfly1,Cyornis whitei,Hill Blue Flycatcher,
larblf1,Cyornis magnirostris,Large Blue Flycatcher,
pabfly1,Cyornis lemprieri,Palawan Blue Flycatcher,
tibfly3,Cyornis tickelliae,Tickell's Blue Flycatcher,
tibfly4,Cyornis sumatrensis,Indochinese Blue Flycatcher,
lobblf1,Cyornis caerulatus,Sunda Blue Flycatcher,
bobfly2,Cyornis superbus,Bornean Blue Flycatcher,
butfly1,Cyornis rubeculoides,Blue-throated Blue Flycatcher,
butfly2,Cyornis glaucicomans,Chinese Blue Flycatcher,
mabfly1,Cyornis turcosus,Malaysian Blue Flycatcher,
mabfly2,Cyornis rufigastra,Mangrove Blue Flycatcher,
subfly4,,,
subfly1,Cyornis omissus,Sulawesi Blue Flycatcher,
tibfly2,Eumyias hyacinthinus,Timor Blue Flycatcher,
blffly1,Eumyias hoevelli,Blue-fronted Blue Flycatcher,
matfly2,Eumyias sanfordi,Matinan Blue Flycatcher,
whtfly2,Leucoptilon concretum,White-tailed Flycatcher,
flojuf2,Eumyias oscillans,Flores Jungle Flycatcher,
flojuf1,Eumyias stresemanni,Sumba Jungle Flycatcher,
bncjuf1,Cyornis brunneatus,Brown-chested Jungle Flycatcher,
fucjuf1,Cyornis olivaceus,Fulvous-chested Jungle Flycatcher,
gycjuf1,Cyornis umbratilis,Grey-chested Jungle Flycatcher,
chtjuf1,,,
fujnil1,Niltava davidi,Fujian Niltava,
rubnil1,Niltava sundara,Rufous-bellied Niltava,
ruvnil1,Niltava sumatrana,Rufous-vented Niltava,
vivnil3,Niltava vivida,Taiwan Vivid Niltava,
larnil1,Niltava grandis,Large Niltava,
smanil1,Niltava macgrigoriae,Small Niltava,
bawfly2,Cyanoptila cyanomelana,Blue-and-white Flycatcher,
zapfly1,Cyanoptila cumatilis,Zappey's Flycatcher,
dubfly3,Eumyias sordidus,Dull-blue Flycatcher,
verfly4,Eumyias thalassinus,Verditer Flycatcher,
islfly1,Eumyias panayensis,Turquoise Flycatcher,
nilfly2,Eumyias albicaudatus,Nilgiri Flycatcher,
indfly1,Eumyias indigo,Indigo Flycatcher,
eurrob1,Erithacus rubecula,European Robin,EURO
bubwre1,Cantorchilus leucotis,Buff-breasted Wren,BBRW
supwre1,Cantorchilus superciliaris,Superciliated Wren,
fabwre1,Cantorchilus guarayanus,Fawn-breasted Wren,
lobwre1,Cantorchilus longirostris,Long-billed Wren,
grywre1,Cantorchilus griseus,Grey Wren,
rivwre1,Cantorchilus semibadius,Riverside Wren,RIWR
baywre1,Cantorchilus nigricapillus,Bay Wren,BAYW
stbwre1,Cantorchilus thoracicus,Stripe-breasted Wren,SIBW
sttwre1,Cantorchilus leucopogon,Stripe-throated Wren,STWR
carwre,Thryothorus ludovicianus,Carolina Wren,CARW
winwre4,Troglodytes troglodytes,Eurasian Wren,
winwre3,Troglodytes hiemalis,Winter Wren,WIWR
pacwre1,Troglodytes pacificus,Pacific Wren,PAWR
clawre1,Troglodytes tanneri,Clarion Wren,CLWR
houwre,Troglodytes aedon,Northern House Wren,NHWR
houwre5,Troglodytes cobbi,Cobb's Wren,
socwre2,Troglodytes sissonii,Socorro Wren,SOCW
rubwre2,Troglodytes rufociliatus,Rufous-browed Wren,RBWW
ochwre1,Troglodytes ochraceus,Ochraceous Wren,OCWR
mouwre1,Troglodytes solstitialis,Mountain Wren,
samwre1,Troglodytes monticola,Santa Marta Wren,
tepwre1,Troglodytes rufulus,Tepui Wren,
timwre1,Thryorchilus browni,Timberline Wren,TIWR
whbwre1,Uropsila leucogastra,White-bellied Wren,WBWR
wbwwre1,Henicorhina leucosticta,White-breasted Wood Wren,WBWW
gbwwre1,Henicorhina leucophrys,Grey-breasted Wood Wren,GBWW
gybwow3,Henicorhina anachoreta,Hermit Wood Wren,
bwwwre1,Henicorhina leucoptera,Bar-winged Wood Wren,
munwow1,Henicorhina negreti,Munchique Wood Wren,
nigwre1,Microcerculus philomela,Northern Nightingale-Wren,NIWR
scbwre1,Microcerculus marginatus,Southern Nightingale-Wren,SCBW
fluwre1,Microcerculus ustulatus,Flutist Wren,
wibwre1,Microcerculus bambla,Wing-banded Wren,
chbwre1,,,
muswre2,Cyphorhinus arada,Musician Wren,
sonwre1,Cyphorhinus phaeocephalus,Song Wren,SONW
lobgna4,Ramphocaenus sticturus,Chattering Gnatwren,
lobgna5,Ramphocaenus melanurus,Trilling Gnatwren,LBGN
tafgna1,Microbates cinereiventris,Tawny-faced Gnatwren,TFGN
colgna1,Microbates collaris,Collared Gnatwren,
guigna2,Polioptila facilis,,
guigna3,Polioptila guianensis,Guianan Gnatcatcher,
sltgna1,Polioptila schistaceigula,Slate-throated Gnatcatcher,STGN
guigna4,Polioptila paraensis,Para Gnatcatcher,
iqugna1,Polioptila clementsi,Iquitos Gnatcatcher,
inagna1,Polioptila attenboroughi,,
trogna1,Polioptila plumbea,Tropical Gnatcatcher,
melbla1,Dives dives,Melodious Blackbird,MEBL
cubbla,Ptiloxena atroviolacea,Cuban Blackbird,CUBL
rusbla,Euphagus carolinus,Rusty Blackbird,RUBL
brebla,Euphagus cyanocephalus,Brewer's Blackbird,BRBL
comgra,Quiscalus quiscula,Common Grackle,COGR
nicgra1,Quiscalus nicaraguensis,Nicaraguan Grackle,NIGR
cargra1,Quiscalus lugubris,Carib Grackle,CAGR
gragra1,Quiscalus niger,Greater Antillean Grackle,GAGR
botgra,Quiscalus major,Boat-tailed Grackle,BTGR
grtgra,Quiscalus mexicanus,Great-tailed Grackle,GTGR
rebgra1,Hypopyrrhus pyrohypogaster,Red-bellied Grackle,
vefgra1,Lampropsar tanagrinus,Velvet-fronted Grackle,
oribla1,Gymnomystax mexicanus,Oriole Blackbird,
mougra1,Macroagelaius subalaris,Colombian Mountain Grackle,
gotgra1,Macroagelaius imthurni,Golden-tufted Mountain Grackle,
ausbla1,Curaeus curaeus,Austral Blackbird,
schbla1,Amblyramphus holosericeus,Scarlet-headed Blackbird,
forbla1,Anumara forbesi,Forbes's Blackbird,
chobla1,Gnorimopsar chopi,Chopi Blackbird,
bolbla1,Oreopsar bolivianus,Bolivian Blackbird,
bawcow4,Agelaioides badius,Greyish Baywing,
bawcow3,Agelaioides fringillarius,Pale Baywing,
yewbla2,Agelasticus thilius,Yellow-winged Blackbird,
paebla2,Agelasticus xanthophthalmus,Pale-eyed Blackbird,
unibla2,Agelasticus cyanopus,Unicolored Blackbird,
chcbla2,Chrysomus ruficapillus,Chestnut-capped Blackbird,
yehbla2,Chrysomus icterocephalus,Yellow-hooded Blackbird,YHOB
sacbla2,Xanthopsar flavus,Saffron-cowled Blackbird,
baymar1,Pseudoleistes virescens,Brown-and-yellow Marshbird,
yermar1,Pseudoleistes guirahuro,Yellow-rumped Marshbird,
